	otu_id	size_denoised	size_clustered	kingdom	domain	phyllum	class	order	family	genus	species	closest_match	percent_identity	sample
459	centroid=47d2f4c387ed1d03efbdc90a00a58d11a8911280;size=3;;seqs=1	3	1	Eukaryota	Excavata	Discoba-Euglenozoa	Diplonemea	Diplonemida	Hemistasiidae	Hemistasia	Hemistasia_phaeocysticola	AB948221	92.5	A3_18S
460	centroid=37c4feac7d981a67e965b93884eacb31a9260fda;size=3;;seqs=1	3	1	Eukaryota	TSAR	Stramenopiles-Stramenopiles_X	Stramenopiles_XX	Stramenopiles_XXX	Stramenopiles_XXXX	Stramenopiles_XXXXX	Stramenopiles_XXXXX_sp.	AB505555	97.2	A3_18S
461	centroid=5e17d752963ddcdd1e5f5eb386d1a8a1d25207df;size=3;;seqs=1	3	1	Eukaryota	TSAR	Alveolata-Perkinsea	Perkinsida	Perkinsida_X	Perkinsidae	Perkinsus	Perkinsus_qugwadi	AB716689	91.6	A3_18S
462	centroid=6d760aa74737c65dbb666323ddcf07f61b458b4a;size=3;;seqs=1	3	1	Eukaryota	Excavata	Discoba-Euglenozoa	Kinetoplastea	Prokinetoplastida	Ichthyobodonidae	Ichthyobodonidae_PRO1	Ichthyobodonidae_PRO1_sp.	AF530520	93.5	A3_18S
463	centroid=6b7bb3348050bd7c73ec1aa720bfd67cd7c5bb99;size=3;;seqs=1	3	1	Eukaryota	TSAR	Stramenopiles-Bigyra	Sagenista	Labyrinthulomycetes	Oblongichytridiaceae	Oblongichytrium	Oblongichytrium_sp.	DQ367048	91.3	A3_18S
464	centroid=5085e59637c999b0e6e41677f48baa0b5a9c0054;size=3;;seqs=3	3	3	Eukaryota	TSAR	Rhizaria-Cercozoa	Endomyxa	Filoretidae	Filoretidae_X	Filoreta	Filoreta_sp.	DQ504354	87.3	A3_18S
465	centroid=691390acb0a03d50fd0267c775de325b6066becf;size=3;;seqs=1	3	1	Eukaryota	TSAR	Stramenopiles-Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulomycetes_LAB1/6/8	Labyrinthulomycetes_LAB6	Labyrinthulomycetes_LAB6_sp.	AB505562	95.9	A3_18S
466	centroid=7d5af194247ed4699b6db9f28acdeb8feaa83b7c;size=3;;seqs=1	3	1	Eukaryota	Excavata	Discoba-Euglenozoa	Kinetoplastea	Kinetoplastea_KIN1	Kinetoplastea_KIN1_X	Kinetoplastea_KIN1_XX	Kinetoplastea_KIN1_XX_sp.	AF530521	91.3	A3_18S
467	centroid=64c55fdbc720cfd244bf0ffe21b434866d4b46a0;size=3;;seqs=1	3	1	Eukaryota	Excavata	Metamonada-Fornicata	Fornicata_X	Diplomonadida	Hexamitidae	Giardia	Giardia_intestinalis	X52949	87.2	A3_18S
468	centroid=7a5fb25b3c6a4c377fb26e070c49933abfe66899;size=3;;seqs=4	3	4	Eukaryota	TSAR	Alveolata-Ciliophora	Phyllopharyngea	Synhymenia	Orthodonellidae	Orthodonellidae_X	Orthodonellidae_X_sp.	AB505467	98.1	A3_18S
469	centroid=3b381c662d33a23bdd19e1fb625ad1d1cb41628e;size=3;;seqs=1	3	1	Eukaryota	TSAR	Rhizaria-Cercozoa	Endomyxa	Filoretidae	Filoretidae_X	Filoreta	Filoreta_sp.	DQ504354	85.9	A3_18S
470	centroid=8220c29ca1e550b91da67d5069c77957498baaf5;size=3;;seqs=1	3	1	Eukaryota	TSAR	Stramenopiles-Bigyra	Sagenista	Labyrinthulomycetes	Amphifilaceae	Fibrophrys	Fibrophrys_sp.	AB721051	95.8	A3_18S
471	centroid=79ca6bf5e7a40860843cad8147e9f65f6442a8c9;size=3;;seqs=1	3	1	Eukaryota	TSAR	Stramenopiles-Gyrista	Bacillariophyceae	Bacillariophyceae_X	Bacillariophyceae_XX	Bacillariophyceae_XXX	Bacillariophyceae_XXX_sp.	Y10566	96.7	A3_18S
472	centroid=870f8dce20fcdcc78fba10d4a5ecc7e57ad81433;size=3;;seqs=3	3	3	Eukaryota	Obazoa	Opisthokonta-Fungi	Ascomycota	Taphrinomycotina	Schizosaccharomycetes	Schizosaccharomyces	Schizosaccharomyces_octosporus	ABHY02000007	85.4	A3_18S
473	centroid=6134e15f6dc3795fb87a41963a01b4fc00761d4b;size=3;;seqs=1	3	1	Eukaryota	TSAR	Stramenopiles-Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis_kerguelensis	LR812489	96.9	A3_18S
474	centroid=9edf08cbecfd6dbe0f9d83975d2052f4c7389ebd;size=4;;seqs=1	4	1	Eukaryota	Excavata	Discoba-Euglenozoa	Kinetoplastea	Kinetoplastea_KIN1	Kinetoplastea_KIN1_X	Kinetoplastea_KIN1_XX	Kinetoplastea_KIN1_XX_sp.	AF530521	82.6	A3_18S
475	centroid=8a9c864ef4719c5ac6da8a93370949da18977a4f;size=3;;seqs=1	3	1	Eukaryota	Obazoa	Apusomonada-Apusomonada_X	Apusomonadidae	Apusomonadidae_Group-1	Apusomonadidae_Group-1_X	Amastigomonas	Amastigomonas_sp.	EU542598	92.0	A3_18S
476	centroid=883a1613e0a66ab970a28e645ac8e6be333c1974;size=3;;seqs=5	3	5	Eukaryota	TSAR	Rhizaria-Cercozoa	Endomyxa	Filoretidae	Filoretidae_X	Filoreta	Filoreta_sp.	DQ504354	88.1	A3_18S
477	centroid=90bad4b872e933e16ef829f0a361b13998e8b903;size=3;;seqs=1	3	1	Eukaryota	TSAR	Alveolata-Dinoflagellata	Syndiniales	Dino-Group-IV	Dino-Group-IV-Hematodinium-Group	Hematodinium	Hematodinium_sp.	KJ761049	97.9	A3_18S
478	centroid=921963b7322ff29c3b1877580bcc56b5aa8620d4;size=3;;seqs=1	3	1	Eukaryota	Excavata	Discoba-Euglenozoa	Kinetoplastea	Kinetoplastea_X	Kinetoplastea_XX	Kinetoplastea_XXX	Kinetoplastea_XXX_sp.	AY490213	92.1	A3_18S
479	centroid=8b7873defc753fd1de246d7dc19e077b064c289e;size=3;;seqs=1	3	1	Eukaryota	Excavata	Discoba-Euglenozoa	Euglenida	Euglenida_X	Euglenida_XX	Decastava	Decastava_edaphica	KP306753	75.3	A3_18S
480	centroid=95f72baf5c23398dff94e2b6bff91cb87cb313d2;size=3;;seqs=1	3	1	Eukaryota	TSAR	Rhizaria-Cercozoa	Endomyxa	Filoretidae	Filoretidae_X	Filoreta	Filoreta_sp.	DQ504354	86.9	A3_18S
481	centroid=a3a35ab89af10e42e64e080494eb8591e0d03d5d;size=3;;seqs=5	3	5	Eukaryota	TSAR	Alveolata-Dinoflagellata	Syndiniales	Dino-Group-III	Dino-Group-III_X	Dino-Group-III_XX	Dino-Group-III_XX_sp.	KJ759854	88.5	A3_18S
482	centroid=992b5c1f4abe222d3646852565dbff9d4c001ffb;size=3;;seqs=1	3	1	Eukaryota	TSAR	Rhizaria-Radiolaria	RAD-B	RAD-B_X	RAD-B_X_Group-IVb	RAD-B_X_Group-IVb_X	RAD-B_X_Group-IVb_X_sp.	KJ757331	99.8	A3_18S
483	centroid=c70596b3f81f6aa137b6c34ebda3c67da3941e24;size=3;;seqs=2	3	2	Eukaryota	Obazoa	Opisthokonta-Metazoa	Brachiopoda	Brachiopoda_X	Brachiopoda_XX	Novocrania	Novocrania_sp.	HQ852063	81.5	A3_18S
484	centroid=a763b7b1804a3f9ddf6f72cad8c44cc732b7b6c8;size=3;;seqs=1	3	1	Eukaryota	Excavata	Discoba-Euglenozoa	Kinetoplastea	Kinetoplastea_X	Kinetoplastea_XX	Rhynchobodo	Rhynchobodo_sp.	AY753951	87.0	A3_18S
485	centroid=ada0b71e0e728176652e31ff96d6b94a8b2b202a;size=3;;seqs=1	3	1	Eukaryota	Obazoa	Apusomonada-Apusomonada_X	Apusomonadidae	Apusomonadidae_Group-1	Apusomonadidae_Group-1_X	Apusomonas	Apusomonas_proboscidea	DQ207567	95.0	A3_18S
486	centroid=bdb0be8788fd39ee22b70acae75a71bfa3973631;size=3;;seqs=1	3	1	Eukaryota	TSAR	Rhizaria-Cercozoa	Endomyxa	Filoretidae	Filoretidae_X	Filoreta	Filoreta_sp.	DQ504354	86.4	A3_18S
487	centroid=b92634fe95a6a0a6264e82d50aafedbc1a86607e;size=3;;seqs=1	3	1	Eukaryota	TSAR	Alveolata-Dinoflagellata	Dinophyceae	Gymnodiniales	Kareniaceae	Karlodinium	Karlodinium_veneficum	KU314867	95.2	A3_18S
488	centroid=ba68a41301426c1f202f450624176053536dc327;size=4;;seqs=4	4	4	Eukaryota	Excavata	Discoba-Euglenozoa	Euglenida	Petalomonadida	Scytomonadidae	Notosolenus	Notosolenus_ostium	KC990930	80.9	A3_18S
489	centroid=cbf58605a79d00eb92afbe8f121e682036a5580b;size=3;;seqs=9	3	9	Eukaryota	TSAR	Rhizaria-Cercozoa	Endomyxa	Filoretidae	Filoretidae_X	Filoreta	Filoreta_sp.	DQ504354	89.4	A3_18S
490	centroid=c0022f5817f1e09f6467d9f525b76ec19e4dbac0;size=3;;seqs=1	3	1	Eukaryota	Excavata	Discoba-Euglenozoa	Diplonemea	Diplonemida	Hemistasiidae	Hemistasiidae_X	Hemistasiidae_X_sp.	MF422202	83.3	A3_18S
491	centroid=da397e07365edf2e5e4d624deb3ad04054af38a7;size=3;;seqs=4	3	4	Eukaryota	Amoebozoa	Discosea-Discosea_X	Stygamoebida	Stygamoebidae	Vermistella-lineage	Vermistella	Vermistella_antarctica	DQ229956	96.7	A3_18S
492	centroid=d06e98c0966ba47000db36052bc7e9509a3dec59;size=3;;seqs=6	3	6	Eukaryota	Obazoa	Apusomonada-Apusomonada_X	Apusomonadidae	Apusomonadidae_Group-1	Apusomonadidae_Group-1_X	Amastigomonas	Amastigomonas_bermudensis	HQ342679	86.5	A3_18S
493	centroid=c031424fe9567245daf77ee765be62b3c428add9;size=3;;seqs=1	3	1	Eukaryota	TSAR	Rhizaria-Cercozoa	Endomyxa-Ascetosporea	Paradinida	Paradinida_X	Paradinida_XX	Paradinida_XX_sp.	AY449715	88.9	A3_18S
494	centroid=e48f52a8d4da0946937ae222552348f7f0276aa5;size=3;;seqs=2	3	2	Eukaryota	TSAR	Rhizaria-Cercozoa	Filosa-Imbricatea	Euglyphida	Paulinellidae	Paulinella	Paulinella_sp.	AB695524	96.4	A3_18S
495	centroid=e379dcaf5c99826c9da300a922dd5ae6561794f7;size=3;;seqs=1	3	1	Eukaryota	Obazoa	Opisthokonta-Metazoa	Nematoda	Enoplea	Enoplea_X	Syringolaimus	Syringolaimus_sp.	HM564614	99.9	A3_18S
496	centroid=e8d5c2b480780ef1e6465d120b6801942c01ed38;size=3;;seqs=1	3	1	Eukaryota	TSAR	Rhizaria-Cercozoa	Endomyxa	Filoretidae	Filoretidae_X	Filoreta	Filoreta_sp.	DQ504354	88.9	A3_18S
497	centroid=e3402624b2fc0f9758fb43a5693f2d325fd227ea;size=3;;seqs=1	3	1	Eukaryota	Excavata	Discoba-Euglenozoa	Euglenida	Euglenida_X	Euglenida_XX	Liburna	Liburna_glaciale	MK239290	78.9	A3_18S
498	centroid=e9587e50f189d007a1ac7fbacdb465340a238e08;size=3;;seqs=3	3	3	Eukaryota	TSAR	Rhizaria-Radiolaria	Acantharea	Acantharea_4	Acantharea_4d	Acantharea_4d_X	Acantharea_4d_X_sp.	KJ763536	91.1	A3_18S
499	centroid=f74f16dd4875bbbb06cd5fd1c020730b2788259d;size=3;;seqs=1	3	1	Eukaryota	Excavata	Discoba-Euglenozoa	Diplonemea	Diplonemida	Eupelagonemidae	Eupelagonemidae_X	Eupelagonemidae_X_sp.	KJ762626	98.8	A3_18S
500	centroid=011a91d8f5367a5f44954300b595dac7a5cd77d2;size=2;;seqs=1	2	1	Eukaryota	Excavata	Metamonada-Fornicata	Fornicata_X	Diplomonadida	Hexamitidae	Giardia	Giardia_intestinalis	X52949	93.2	A3_18S
501	centroid=ec93d63089cad68c6603a825af911ded832888db;size=3;;seqs=1	3	1	Eukaryota	TSAR	Rhizaria-Cercozoa	Endomyxa	Filoretidae	Filoretidae_X	Filoreta	Filoreta_sp.	DQ504354	85.5	A3_18S
502	centroid=5cbacd8666522a7e4ded9d5d4213a4338b396ba6;size=3;;seqs=3	3	3	Eukaryota	Excavata	Discoba-Euglenozoa	Euglenida	Euglenida_X	Euglenida_XX	Decastava	Decastava_edaphica	KP306753	75.9	A3_18S
503	centroid=f16e3b8263406646a2ffc33f0a94c024b2309975;size=3;;seqs=2	3	2	Eukaryota	Excavata	Discoba-Euglenozoa	Diplonemea	Diplonemida	Diplonemidae	Lacrimia	Lacrimia_lanifica	MF422200	92.6	A3_18S
504	centroid=8f3cc93e95c5bfa508243ec8939e8b266e539173;size=3;;seqs=1	3	1	Eukaryota	Archaeplastida	Chlorophyta-Chlorophyta_X	Ulvophyceae	Ulvales-relatives	Ulvales-relatives_X	Ulva	Ulva_compressa	MZ596133	92.2	A3_18S
505	centroid=e1b3b742737f78e8cb710d1e5ab45a349f18240a;size=3;;seqs=1	3	1	Eukaryota	TSAR	Stramenopiles-Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis_kerguelensis	LR812489	95.8	A3_18S
506	centroid=168c77bb34beab1bcc089c43a15578cdbc50c013;size=2;;seqs=4	2	4	Eukaryota	TSAR	Alveolata-Dinoflagellata	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Dinophyceae_XXX	Dinophyceae_XXX_sp.	KJ757473	96.5	A3_18S
507	centroid=1c1b0d90fd68153eae45e8811a29265c524acf45;size=2;;seqs=1	2	1	Eukaryota	TSAR	Rhizaria-Cercozoa	Endomyxa-Ascetosporea	Paradinida	Paradinida_X	Paradinida_XX	Paradinida_XX_sp.	AY449715	91.6	A3_18S
508	centroid=1ef26e26ed722dcb422f4a509bc1305f4290d2ac;size=2;;seqs=1	2	1	Eukaryota	TSAR	Alveolata-Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I_X	Dino-Group-I_XX	Dino-Group-I_XX_sp.	EU189028	88.2	A3_18S
509	centroid=258c240bff759ec7ce5b6544ff308568df097f76;size=2;;seqs=3	2	3	Eukaryota	Excavata	Discoba-Euglenozoa	Kinetoplastea	Kinetoplastea_X	Kinetoplastea_XX	Kinetoplastea_XXX	Kinetoplastea_XXX_sp.	JN542574	97.6	A3_18S
510	centroid=27b277886d4eff340ffec86e41055b589b9de489;size=2;;seqs=1	2	1	Eukaryota	Excavata	Discoba-Euglenozoa	Kinetoplastea	Kinetoplastea_X	Kinetoplastea_XX	Cruzella	Cruzella_sp.	AF530517	96.2	A3_18S
511	centroid=241d7f8e8097b932a821ffa9daafd83a88769067;size=2;;seqs=1	2	1	Eukaryota	TSAR	Alveolata-Ciliophora	Phyllopharyngea	Cyrtophoria_2	Nassulopsidae	Coeloperix	Coeloperix_sleighi	KC753489	92.2	A3_18S
512	centroid=268c6c5b3085d6d3edb1d2bb4f6f9f456ee0bfd1;size=2;;seqs=1	2	1	Eukaryota	TSAR	Alveolata-Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-7	Dino-Group-II-Clade-7_X	Dino-Group-II-Clade-7_X_sp.	KJ760329	99.3	A3_18S
513	centroid=513bb9d99b21114cb839488947d97b2b4980c867;size=2;;seqs=1	2	1	Eukaryota	Obazoa	Opisthokonta-Fungi	Chytridiomycota	Spizellomycetales	Spizellomycetales_X	Spizellomycetales_XX	Spizellomycetales_XX_sp.	GQ995332	87.7	A3_18S
514	centroid=452368ff8e939576e9016c772a114fe56273d1e7;size=2;;seqs=1	2	1	Eukaryota	TSAR	Rhizaria-Cercozoa	Endomyxa	Filoretidae	Filoretidae_X	Filoreta	Filoreta_sp.	DQ504354	86.0	A3_18S
515	centroid=5743c0f8de3027bdf4e44c0e307e7f83561110a2;size=2;;seqs=1	2	1	Bacteria	PANNAM	Proteobacteria-Proteobacteria_X	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Achromobacter	Achromobacter_spanius	PREU01000031	99.9	A3_18S
516	centroid=36668139a0442176480839d4bc797ff8ffede969;size=2;;seqs=1	2	1	Eukaryota	TSAR	Rhizaria-Cercozoa	Endomyxa	Filoretidae	Filoretidae_X	Filoreta	Filoreta_sp.	DQ504354	86.9	A3_18S
517	centroid=2c267a07721e5adebd3c41aade0c5a019d9784b2;size=2;;seqs=1	2	1	Eukaryota	TSAR	Rhizaria-Radiolaria	RAD-B	RAD-B_X	RAD-B_X_Group-IVd	RAD-B_X_Group-IVd_X	RAD-B_X_Group-IVd_X_sp.	GU246583	76.9	A3_18S
518	centroid=9463798db48360e0738d4401f1ed9c57a993213e;size=3;;seqs=2	3	2	Eukaryota	Archaeplastida	Rhodophyta-Rhodophyta_X	Stylonematophyceae	Stylonematales	Stylonemataceae	Bangiopsis	Bangiopsis_sp.	MT117938	90.4	A3_18S
519	centroid=6a4f9c89c2bf2f4a73fb9a6ef76888a45c3bd0c7;size=2;;seqs=1	2	1	Eukaryota	Excavata	Discoba-Euglenozoa	Kinetoplastea	Kinetoplastea_X	Kinetoplastea_XX	Rhynchobodo	Rhynchobodo_sp.	DQ207594	94.4	A3_18S
520	centroid=9899449d1669d8242bcd09a5341f5157b29851f7;size=2;;seqs=1	2	1	Eukaryota	Excavata	Discoba-Euglenozoa	Kinetoplastea	Kinetoplastea_X	Kinetoplastea_XX	Kinetoplastea_XXX	Kinetoplastea_XXX_sp.	AY753972	92.8	A3_18S
521	centroid=85df3df44b55259d863ebf7663b0aa2bbd82e8e3;size=2;;seqs=1	2	1	Eukaryota	TSAR	Stramenopiles-Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis_kerguelensis	LR812489	95.6	A3_18S
522	centroid=7994274198a62dca0d01511dbc90a4c519d965ae;size=2;;seqs=1	2	1	Eukaryota	TSAR	Alveolata-Colponemidia	Colponemidia_X	Colponemida	Colponemidae	Colponema	Colponema_sp.	KF651080	91.4	A3_18S
523	centroid=7fd4cf92732874159ae18a594030390cb0e91796;size=2;;seqs=1	2	1	Eukaryota	Excavata	Metamonada-Fornicata	Fornicata_X	Diplomonadida	Hexamitidae	Giardia	Giardia_intestinalis	X52949	88.6	A3_18S
524	centroid=8199a446730731ee46342580d87e5697020cb4f6;size=2;;seqs=6	2	6	Eukaryota	TSAR	Alveolata-Perkinsea	Perkinsida	Perkinsida_X	Perkinsidae	Perkinsus	Perkinsus_olseni	AF509333	96.8	A3_18S
525	centroid=9825649817e4ddd02529087db040e33fcdc9ba47;size=2;;seqs=1	2	1	Eukaryota	Excavata	Discoba-Euglenozoa	Kinetoplastea	Kinetoplastea_X	Kinetoplastea_XX	Klosteria	Klosteria_bodomorphis	AY268046	90.2	A3_18S
526	centroid=a31f3874371331c8613b7b1a9ad2f2253d3c35e3;size=2;;seqs=3	2	3	Eukaryota	TSAR	Rhizaria-Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage_X	Protaspa-lineage_X_sp.	FN690411	97.4	A3_18S
527	centroid=38b922c67e093e7ac486bb794aec7c2ba1a8bf6e;size=2;;seqs=1	2	1	Eukaryota	Archaeplastida	Rhodophyta-Rhodophyta_X	Stylonematophyceae	Stylonematales	Stylonemataceae	Bangiopsis	Bangiopsis_sp.	MT117938	92.5	A3_18S
528	centroid=9a566226d3fcc8cb3755e260753bddf81e0965bc;size=2;;seqs=23	2	23	Eukaryota	TSAR	Alveolata-Dinoflagellata	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Dinophyceae_XXX	Dinophyceae_XXX_sp.	KJ763585	96.7	A3_18S
529	centroid=dfc4ebbee6406c385bf2d37c528df078713f1fd6;size=3;;seqs=1	3	1	Eukaryota	Archaeplastida	Rhodophyta-Rhodophyta_X	Stylonematophyceae	Stylonematales	Stylonemataceae	Bangiopsis	Bangiopsis_sp.	MT117938	91.2	A3_18S
530	centroid=a4ac96ab4c2474c9870c17c10e754dd6ab9b9a61;size=2;;seqs=1	2	1	Eukaryota	Excavata	Metamonada-Fornicata	Fornicata_X	Diplomonadida	Hexamitidae	Giardia	Giardia_intestinalis	X52949	87.8	A3_18S
531	centroid=9a35c79b379b1a7bbd55acd5e98c7a0218a04663;size=2;;seqs=2	2	2	Eukaryota	TSAR	Alveolata-Chrompodellids	Colpodellidea	Colpodellida	Alphamonaceae	Alphamonas	Alphamonas_sp.	JN090885	89.1	A3_18S
532	centroid=c28727e037e4290ce4cb0516d048c43600b92760;size=2;;seqs=1	2	1	Eukaryota	Obazoa	Opisthokonta-Metazoa	Platyhelminthes	Turbellaria	Seriata	Monotoplana	Monotoplana_diorchis	KY320088	98.4	A3_18S
533	centroid=f96a8403e5343005c942037e1fcdcd95f6f45cbb;size=2;;seqs=1	2	1	Eukaryota	Excavata	Discoba-Euglenozoa	Kinetoplastea	Kinetoplastea_KIN1	Kinetoplastea_KIN1_X	Kinetoplastea_KIN1_XX	Kinetoplastea_KIN1_XX_sp.	AF530521	91.8	A3_18S
534	centroid=b94a1c8dea0ca6fb2587546b362f01e21b0436e0;size=2;;seqs=5	2	5	Eukaryota	TSAR	Rhizaria-Cercozoa	Endomyxa-Ascetosporea	Paradinida	Paradinida_X	Paradinida_XX	Paradinida_XX_sp.	AY449715	89.9	A3_18S
535	centroid=cfc925c21fccb2d131d6d8cb956c2d60dc4bacc9;size=2;;seqs=2	2	2	Eukaryota	Excavata	Discoba-Euglenozoa	Diplonemea	Diplonemida	Eupelagonemidae	Eupelagonemidae_X	Eupelagonemidae_X_sp.	KX189125	94.8	A3_18S
536	centroid=8602f9a48a35197b1638bf0883720d341808cd6f;size=2;;seqs=1	2	1	Eukaryota	Excavata	Discoba-Euglenozoa	Euglenida	Petalomonadida	Scytomonadidae	Notosolenus	Notosolenus_ostium	KC990930	80.9	A3_18S
537	centroid=f6de592b9505022fe3e17c0ca5886509327726a1;size=2;;seqs=5	2	5	Eukaryota	TSAR	Rhizaria-Cercozoa	Endomyxa	Filoretidae	Filoretidae_X	Filoreta	Filoreta_sp.	DQ504354	87.5	A3_18S
538	centroid=f986c3061dc143435393d06f12ead166d6dbecc3;size=2;;seqs=2	2	2	Archaea	Methanoteca	Euryarchaeota-Euryarchaeota_X	Thermoplasmata	Thermoplasmata_X	Thermoplasmata_XX	Thermoplasmata_XXX	Thermoplasmata_XXX_sp.	AB050224	81.2	A3_18S
539	centroid=c35ea56123c4ecb31b32b3d1fceddf0a54cd630b;size=2;;seqs=2	2	2	Eukaryota	Excavata	Discoba-Euglenozoa	Kinetoplastea	Kinetoplastea_X	Kinetoplastea_XX	Kinetoplastea_XX_MET6	Kinetoplastea_XX_MET6_sp.	AY753600	91.4	A3_18S
540	centroid=d8b7cff26789f1acdefa26a6e933e98f5bec24fd;size=2;;seqs=5	2	5	Eukaryota	TSAR	Stramenopiles-Bigyra	Sagenista	Pseudophyllomitidae	Pseudophyllomitidae_X	Pseudophyllomitus	Pseudophyllomitus_granulatus	LC257669	95.6	A3_18S
541	centroid=aa44059a3a021178661c25e0941be819e4cd14a4;size=3;;seqs=6	3	6	Eukaryota	TSAR	Rhizaria-Cercozoa	Endomyxa	Filoretidae	Filoretidae_X	Filoreta	Filoreta_sp.	DQ504354	87.0	A3_18S
542	centroid=f831b1f76780491ec8ca9d5cf2cd40c2a10acaf0;size=2;;seqs=1	2	1	Eukaryota	Excavata	Discoba-Euglenozoa	Kinetoplastea	Kinetoplastea_X	Kinetoplastea_XX	Kinetoplastea_XXX	Kinetoplastea_XXX_sp.	AY963571	92.5	A3_18S
543	centroid=067020cfb9a981f3e87e4cf552c40463d5423531;size=2;;seqs=1	2	1	Eukaryota	Obazoa	Opisthokonta-Fungi	Chytridiomycota	Polychytriales	Polychytriales_X	Polychytrium	Polychytrium_aggregatum	AY601711	87.6	A3_18S
544	centroid=c306f50b5d1300c74055d0c46e3b52f06a1619d1;size=2;;seqs=1	2	1	Eukaryota	TSAR	Stramenopiles-Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis_kerguelensis	LR812489	95.1	A3_18S
545	centroid=ed1a350d7194167f281f66dd8fba2d67d974b3ac;size=2;;seqs=1	2	1	Eukaryota	TSAR	Alveolata-Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_horiguchii	OP970968	92.2	A3_18S
546	centroid=9d9cb5a54946c6b7bc10e5f7654d925f3b20a048;size=2;;seqs=1	2	1	Eukaryota	TSAR	Stramenopiles-Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis_kerguelensis	LR812489	93.9	A3_18S
547	centroid=fbcf154553fd78d02589ac4c843ff54d75a277ab;size=2;;seqs=1	2	1	Eukaryota	Excavata	Discoba-Euglenozoa	Diplonemea	Diplonemida	Diplonemidae	Flectonema	Flectonema_neradi	AY425010	81.9	A3_18S
548	centroid=f6449ed67a9657501ac5335ae2a18b2e9c7e66ec;size=3;;seqs=1	3	1	Eukaryota	TSAR	Stramenopiles-Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis_kerguelensis	LR812489	92.5	A3_18S
549	centroid=0db511d7317c4bbb736cf583beb9cd25dc17d363;size=864;;seqs=5	864	5	Eukaryota	Obazoa	Opisthokonta-Fungi	Rozellomycota	Rozellomycota_X	Rozellomycota_XX	Rozellomycota_XXX	Rozellomycota_XXX_sp.	EF023682	84.6	Th40_18S
550	centroid=eaf230941ab3ba8f33109b705229f4c8a8852f17;size=80;;seqs=3	80	3	Eukaryota	TSAR	Alveolata-Ciliophora	Spirotrichea	Hypotrichia	Urostylidae	Uroleptus	Uroleptus_gallina	AF508779	98.2	Th40_18S
551	centroid=909ef1c7fabf47c0585e9fb2880f96ba4b5ad3fe;size=59;;seqs=2	59	2	Eukaryota	Obazoa	Opisthokonta-Metazoa	Arthropoda	Chelicerata	Arachnida	Naiadacarus	Naiadacarus_arboricola	JQ000114	97.8	Th40_18S
552	centroid=6c43779b86b10d0c70ce27f9633584fdb59c5897;size=262;;seqs=2	262	2	Eukaryota	Obazoa	Opisthokonta-Metazoa	Nematoda	Enoplea	Enoplea_X	Eucoleus	Eucoleus_dispar	EU004821	85.0	Th40_18S
553	centroid=4aa1dc70b432ca51bb1d3d3c015301c7ec9b9d36;size=65;;seqs=2	65	2	Eukaryota	Obazoa	Opisthokonta-Fungi	Fungi_X	Fungi_XX	Fungi_XXX	Fungi_XXXX	Fungi_XXXX_sp.	KC671706	95.1	Th40_18S
554	centroid=6257a57e309bb2dd5a4bf43eb7c09b8ba6d2aca3;size=23;;seqs=3	23	3	Eukaryota	Obazoa	Opisthokonta-Fungi	Blastocladiomycota	Blastocladiomycotina	Blastocladiomycetes	Blastocladia	Blastocladia_ramosa	HQ888695	96.7	Th40_18S
555	centroid=13168b2c49e865ed6014fd714c174cfb2621e46c;size=1579;;seqs=8	1579	8	Eukaryota	Obazoa	Opisthokonta-Metazoa	Arthropoda	Crustacea	Ostracoda	Cypretta	Cypretta_seurati	AB674999	97.4	Th40_18S
556	centroid=01998b4c3bebb900159df6578bc27928851c40ed;size=31;;seqs=27	31	27	Eukaryota	Archaeplastida	Chlorophyta-Chlorophyta_X	Trebouxiophyceae	Chlorellales	Chlorellales_X	Parietochloris	Parietochloris_alveolaris	EU878373	98.0	Th40_18S
557	centroid=a02f5acac89df54b9d89751232e494e55cd2c8fc;size=46;;seqs=9	46	9	Eukaryota	Obazoa	Opisthokonta-Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Dothidea	Dothidea_ribesia	AY016343	98.1	Th40_18S
